assets,e401k,age,educ,income,incomecat,pension,married,twoearn,ira,ownhome
43599,Not eligible,42,12,28515,2,No pension,Married,No,No,Yes
6368,Not eligible,31,16,62730,4,No pension,Married,No,Yes,Yes
2000,Not eligible,41,13,12588,0,No pension,Not married,No,No,Yes
-7751,Not eligible,55,12,56103,4,No pension,Married,Yes,Yes,Yes
13697,Not eligible,33,12,32442,2,No pension,Married,Yes,No,No
1020,Not eligible,31,12,21630,1,No pension,Not married,No,No,No
62950,Not eligible,40,18,99567,4,No pension,Married,No,Yes,Yes
1800,Not eligible,45,12,24426,1,Receives pension,Not married,No,No,Yes
19550,Not eligible,29,16,37650,3,No pension,Married,Yes,Yes,Yes
-5800,Not eligible,38,16,44400,3,No pension,Not married,No,No,Yes
-1925,Not eligible,56,10,14703,0,Receives pension,Not married,No,No,Yes
4035,Not eligible,53,11,28317,2,No pension,Married,No,No,Yes
9600,Not eligible,59,12,23445,1,No pension,Married,No,Yes,Yes
6075,Not eligible,62,13,6948,0,No pension,Not married,No,Yes,Yes
-5380,Not eligible,34,16,15684,0,Receives pension,Not married,No,No,No
2900,Not eligible,42,16,69375,4,No pension,Not married,No,No,No
21000,Not eligible,34,17,39210,3,Receives pension,Not married,No,Yes,No
230500,Not eligible,45,18,76428,4,Receives pension,Married,Yes,Yes,Yes
1400,Not eligible,63,12,25548,1,No pension,Not married,No,No,Yes
95,Not eligible,34,12,17253,1,Receives pension,Married,No,No,Yes
33649,Not eligible,53,12,42900,3,Receives pension,Not married,No,Yes,Yes
25550,Not eligible,60,14,3555,0,No pension,Married,No,Yes,Yes
1152,Not eligible,48,6,26349,1,Receives pension,Married,Yes,No,Yes
160,Not eligible,41,6,16287,0,No pension,Married,No,No,Yes
300,Not eligible,34,12,13818,0,No pension,Married,No,No,Yes
11350,Not eligible,32,13,24807,1,Receives pension,Married,Yes,No,Yes
-7575,Not eligible,40,12,35688,2,No pension,Married,Yes,No,No
-888,Not eligible,40,12,24645,1,No pension,Married,Yes,No,Yes
-6900,Not eligible,25,14,8250,0,No pension,Not married,No,No,No
400,Not eligible,41,12,13632,0,No pension,Not married,No,No,No
-80,Not eligible,30,12,13980,0,No pension,Not married,No,No,No
-5551,Not eligible,32,13,24666,1,No pension,Not married,No,No,Yes
0,Not eligible,33,10,23601,1,Receives pension,Not married,No,No,No
249,Not eligible,55,14,15135,0,No pension,Not married,No,No,No
300,Not eligible,50,12,30660,2,Receives pension,Married,Yes,No,No
100,Not eligible,30,12,11820,0,No pension,Not married,No,No,No
185500,Not eligible,51,18,65220,4,No pension,Married,No,Yes,Yes
6971,Not eligible,32,18,74862,4,Receives pension,Married,Yes,Yes,Yes
12000,Not eligible,35,16,51360,3,No pension,Not married,No,Yes,Yes
2000,Not eligible,29,12,17970,1,No pension,Married,No,No,Yes
-2681,Not eligible,39,14,21459,1,Receives pension,Not married,No,No,Yes
130,Not eligible,25,13,37236,2,No pension,Married,Yes,Yes,Yes
0,Not eligible,64,8,10200,0,No pension,Not married,No,No,No
4500,Not eligible,37,13,44316,3,No pension,Married,No,No,Yes
11109,Not eligible,48,12,32565,2,No pension,Not married,No,No,Yes
500,Not eligible,41,16,34950,2,No pension,Not married,No,No,Yes
35499,Not eligible,27,18,77781,4,Receives pension,Married,Yes,Yes,Yes
-800,Not eligible,55,8,12780,0,No pension,Married,No,No,Yes
38177,Not eligible,60,11,39393,3,No pension,Married,No,Yes,Yes
-920,Not eligible,31,12,44241,3,No pension,Not married,Yes,No,Yes
2029,Not eligible,53,16,19956,1,No pension,Not married,No,No,No
54253,Not eligible,52,18,50544,3,Receives pension,Not married,No,Yes,Yes
17600,Not eligible,37,12,59580,4,No pension,Married,Yes,Yes,Yes
4256,Not eligible,38,12,55377,4,No pension,Married,Yes,Yes,Yes
-6900,Not eligible,41,16,19170,1,Receives pension,Not married,No,No,Yes
-399,Not eligible,25,12,17646,1,No pension,Married,No,No,No
-7000,Not eligible,34,12,17445,1,No pension,Married,Yes,No,Yes
20200,Not eligible,27,16,9240,0,No pension,Not married,No,Yes,Yes
12250,Not eligible,46,12,61521,4,Receives pension,Not married,No,Yes,Yes
90500,Not eligible,38,16,101886,4,Receives pension,Not married,No,Yes,Yes
13828,Not eligible,62,8,31692,2,No pension,Married,No,Yes,Yes
0,Not eligible,54,12,10800,0,No pension,Not married,No,No,No
-2350,Not eligible,25,12,13377,0,No pension,Not married,No,No,No
175999,Not eligible,63,16,61476,4,No pension,Married,Yes,Yes,Yes
-16200,Not eligible,26,13,7440,0,No pension,Married,No,No,No
0,Not eligible,46,14,6000,0,No pension,Not married,No,No,No
0,Not eligible,54,12,26316,1,No pension,Not married,No,No,Yes
2117,Not eligible,57,14,50916,3,No pension,Married,Yes,Yes,Yes
-17300,Not eligible,42,14,73362,4,No pension,Married,Yes,No,Yes
268,Not eligible,34,12,29205,2,No pension,Married,Yes,No,No
-2462,Not eligible,28,12,48558,3,Receives pension,Married,Yes,No,No
-500,Not eligible,40,10,6774,0,No pension,Not married,No,No,No
174999,Not eligible,52,18,16509,0,Receives pension,Not married,No,Yes,Yes
1800,Not eligible,49,3,25608,1,No pension,Not married,No,No,No
-10500,Not eligible,36,15,27600,2,No pension,Not married,No,No,No
-2140,Not eligible,29,12,22440,1,No pension,Married,No,No,No
34418,Not eligible,32,17,169404,4,No pension,Married,Yes,Yes,Yes
-8000,Not eligible,40,12,37368,3,No pension,Married,Yes,No,Yes
0,Not eligible,38,18,92253,4,Receives pension,Not married,No,Yes,No
29648,Not eligible,30,16,85569,4,No pension,Married,Yes,Yes,No
-300,Not eligible,46,12,2205,0,No pension,Not married,No,No,No
-3647,Not eligible,25,16,37371,3,No pension,Not married,No,No,No
350,Not eligible,29,11,23940,1,Receives pension,Married,Yes,No,Yes
-8538,Not eligible,31,18,57786,4,No pension,Married,Yes,No,No
300,Not eligible,46,11,12018,0,No pension,Not married,No,No,No
650,Not eligible,38,16,15612,0,Receives pension,Not married,No,No,Yes
5855,Not eligible,59,12,26664,2,Receives pension,Not married,No,No,Yes
12899,Not eligible,46,15,47520,3,Receives pension,Married,Yes,Yes,Yes
-24500,Not eligible,55,12,23208,1,No pension,Married,No,No,No
100,Not eligible,38,12,21978,1,Receives pension,Not married,No,No,Yes
0,Not eligible,30,14,6471,0,No pension,Not married,No,No,No
7000,Not eligible,25,12,41856,3,No pension,Married,Yes,No,No
-16431,Not eligible,33,17,26880,2,No pension,Married,Yes,No,No
0,Not eligible,59,1,9705,0,No pension,Not married,No,No,No
3129,Not eligible,25,13,18162,1,No pension,Not married,No,No,Yes
2725,Not eligible,25,17,15390,0,No pension,Not married,No,No,No
450,Not eligible,35,12,48615,3,Receives pension,Married,Yes,No,No
0,Not eligible,28,10,17700,1,No pension,Not married,No,No,No
-20,Not eligible,56,12,18402,1,No pension,Married,Yes,No,Yes
300,Not eligible,49,14,60150,4,Receives pension,Married,Yes,No,Yes
1400,Not eligible,25,18,37257,2,No pension,Married,Yes,No,Yes
1300,Not eligible,31,12,32589,2,No pension,Married,Yes,No,Yes
1046,Not eligible,27,12,10857,0,No pension,Not married,No,No,Yes
22227,Not eligible,38,12,35247,2,Receives pension,Not married,No,Yes,No
-19425,Not eligible,34,16,29430,2,No pension,Not married,No,No,No
13400,Not eligible,34,13,55986,4,No pension,Married,No,No,Yes
0,Not eligible,40,12,12150,0,No pension,Not married,No,No,No
2199,Not eligible,53,18,26295,1,Receives pension,Not married,No,No,Yes
-6705,Not eligible,32,16,49329,3,No pension,Married,Yes,No,Yes
-2425,Not eligible,33,15,5868,0,No pension,Not married,No,No,No
-1900,Not eligible,55,12,29097,2,No pension,Married,Yes,No,Yes
7999,Not eligible,47,12,74970,4,Receives pension,Married,Yes,No,Yes
14299,Not eligible,32,16,23718,1,No pension,Not married,No,Yes,No
184100,Not eligible,61,16,97044,4,No pension,Married,No,Yes,Yes
2600,Not eligible,30,11,40800,3,No pension,Married,Yes,No,Yes
1850,Not eligible,37,18,14130,0,No pension,Not married,No,No,No
-2400,Not eligible,54,12,18255,1,Receives pension,Not married,No,No,Yes
-8501,Not eligible,32,16,53700,3,No pension,Married,Yes,No,No
0,Not eligible,27,12,12369,0,No pension,Not married,No,No,No
59000,Not eligible,50,12,22824,1,Receives pension,Not married,No,Yes,Yes
-1889,Not eligible,48,12,41007,3,Receives pension,Married,Yes,No,Yes
-21498,Not eligible,45,12,34002,2,No pension,Married,No,Yes,No
-400,Not eligible,28,12,11832,0,No pension,Not married,No,No,No
18600,Not eligible,41,16,42060,3,Receives pension,Married,Yes,Yes,Yes
5499,Not eligible,64,9,18090,1,Receives pension,Not married,No,Yes,No
0,Not eligible,28,12,8088,0,No pension,Not married,No,No,No
600,Not eligible,32,13,62700,4,No pension,Not married,No,No,No
114900,Not eligible,63,12,29013,2,No pension,Married,No,Yes,Yes
7,Not eligible,32,12,9228,0,No pension,Not married,No,No,No
1339,Not eligible,52,1,14460,0,No pension,Married,No,No,Yes
-2480,Not eligible,32,13,61722,4,No pension,Married,Yes,No,Yes
2750,Not eligible,32,13,43560,3,No pension,Married,No,No,Yes
2100,Not eligible,32,12,26973,2,No pension,Married,No,No,Yes
-300,Not eligible,61,12,17430,1,No pension,Not married,No,No,No
17700,Not eligible,41,14,61953,4,Receives pension,Married,Yes,No,Yes
-4050,Not eligible,40,18,35475,2,No pension,Not married,No,No,No
95,Not eligible,26,12,6663,0,No pension,Not married,No,No,No
0,Not eligible,25,6,11220,0,No pension,Married,No,No,No
0,Not eligible,29,12,10200,0,No pension,Not married,No,No,Yes
2900,Not eligible,30,14,20559,1,Receives pension,Not married,No,No,No
0,Not eligible,42,3,9948,0,No pension,Not married,No,No,No
60015,Not eligible,37,15,26550,2,No pension,Married,Yes,No,Yes
1800,Not eligible,60,12,16149,0,Receives pension,Not married,No,No,Yes
-10700,Not eligible,35,18,36000,2,No pension,Not married,No,No,No
110100,Not eligible,51,14,58959,4,No pension,Not married,No,Yes,No
334576,Not eligible,49,18,110760,4,No pension,Married,Yes,Yes,Yes
-6550,Not eligible,28,18,7020,0,No pension,Not married,No,No,No
1400,Not eligible,28,12,43230,3,Receives pension,Not married,No,No,No
0,Not eligible,29,16,6375,0,No pension,Married,No,No,No
6834,Not eligible,47,6,42951,3,No pension,Married,No,No,Yes
11700,Not eligible,40,12,52350,3,No pension,Married,Yes,Yes,Yes
100,Not eligible,26,12,20460,1,No pension,Not married,No,No,No
1249,Not eligible,58,8,8745,0,No pension,Married,No,No,Yes
-500,Not eligible,52,12,26010,1,Receives pension,Not married,No,No,Yes
0,Not eligible,61,10,16200,0,No pension,Married,Yes,No,No
0,Not eligible,40,12,9630,0,No pension,Not married,No,No,Yes
-2200,Not eligible,35,11,18576,1,No pension,Married,No,No,Yes
137800,Not eligible,62,16,23535,1,No pension,Not married,No,Yes,No
99,Not eligible,30,12,41112,3,No pension,Married,Yes,No,Yes
-7000,Not eligible,28,12,19770,1,Receives pension,Married,Yes,No,Yes
-1030,Not eligible,46,12,17652,1,No pension,Married,No,No,Yes
32500,Not eligible,53,12,101949,4,No pension,Married,No,Yes,Yes
955,Not eligible,40,12,14640,0,No pension,Not married,No,Yes,Yes
11000,Not eligible,61,16,28050,2,No pension,Married,No,Yes,Yes
1368,Not eligible,29,12,43281,3,No pension,Married,Yes,Yes,No
100,Not eligible,36,15,25020,1,Receives pension,Not married,No,No,No
90,Not eligible,31,12,38319,3,No pension,Married,Yes,No,No
300,Not eligible,38,7,10245,0,No pension,Married,No,No,No
994,Not eligible,38,13,29640,2,Receives pension,Married,Yes,No,Yes
-57000,Not eligible,45,10,34680,2,No pension,Married,No,No,Yes
0,Not eligible,27,12,12954,0,No pension,Married,No,No,Yes
300,Not eligible,32,11,9600,0,No pension,Not married,No,No,No
591,Not eligible,37,14,35889,2,No pension,Married,No,No,Yes
14899,Not eligible,63,12,41064,3,No pension,Married,No,Yes,Yes
133,Not eligible,49,12,56253,4,Receives pension,Married,Yes,No,No
20399,Not eligible,35,13,50424,3,No pension,Married,Yes,Yes,Yes
1299,Not eligible,43,12,24090,1,Receives pension,Not married,No,No,No
-9795,Not eligible,26,13,24168,1,No pension,Not married,No,No,No
5500,Not eligible,51,17,43590,3,No pension,Not married,No,Yes,Yes
-400,Not eligible,56,14,19434,1,No pension,Married,No,No,No
39400,Not eligible,59,12,33921,2,No pension,Married,No,Yes,Yes
-5004,Not eligible,49,16,36933,2,No pension,Married,No,No,Yes
6215,Not eligible,25,12,16938,0,No pension,Married,No,No,Yes
1205,Not eligible,30,12,25122,1,No pension,Married,Yes,No,No
0,Not eligible,54,6,9180,0,No pension,Married,Yes,No,Yes
200,Not eligible,38,14,43209,3,No pension,Married,No,No,Yes
0,Not eligible,40,10,12960,0,No pension,Not married,No,No,No
0,Not eligible,39,12,13338,0,No pension,Not married,No,No,No
0,Not eligible,47,7,17850,1,No pension,Married,No,No,Yes
12115,Not eligible,47,12,46983,3,No pension,Married,Yes,No,Yes
42600,Not eligible,42,12,79650,4,No pension,Married,Yes,Yes,Yes
47900,Not eligible,58,8,22050,1,No pension,Not married,No,Yes,Yes
34000,Not eligible,64,12,19374,1,No pension,Married,Yes,Yes,Yes
1600,Not eligible,28,16,29427,2,No pension,Married,Yes,No,Yes
4500,Not eligible,38,12,19416,1,Receives pension,Not married,No,No,No
14999,Not eligible,34,12,51408,3,No pension,Married,Yes,No,Yes
28000,Not eligible,53,15,39978,3,No pension,Not married,No,Yes,No
0,Not eligible,36,8,20400,1,No pension,Married,Yes,No,No
37173,Not eligible,51,15,37971,3,No pension,Married,No,Yes,Yes
0,Not eligible,45,12,9960,0,No pension,Married,Yes,No,No
-113,Not eligible,36,12,21369,1,No pension,Not married,No,No,Yes
2760,Not eligible,32,18,28560,2,No pension,Married,No,Yes,Yes
3699,Not eligible,48,18,70590,4,Receives pension,Married,Yes,No,Yes
-10391,Not eligible,30,17,3207,0,No pension,Not married,No,No,No
-3995,Not eligible,36,12,33360,2,No pension,Married,Yes,No,Yes
-3264,Not eligible,25,12,27270,2,No pension,Married,Yes,No,Yes
0,Not eligible,35,11,4653,0,Receives pension,Not married,No,No,No
0,Not eligible,43,11,11250,0,No pension,Not married,No,No,No
-3000,Not eligible,34,16,49500,3,No pension,Not married,No,No,Yes
8050,Not eligible,41,13,22335,1,No pension,Not married,No,Yes,Yes
100,Not eligible,44,12,12648,0,No pension,Married,No,No,No
11400,Not eligible,26,17,15822,0,Receives pension,Married,Yes,No,No
-248,Not eligible,41,12,14580,0,No pension,Not married,No,No,No
40800,Not eligible,42,14,32025,2,No pension,Not married,No,Yes,No
7500,Not eligible,34,13,48786,3,No pension,Married,Yes,Yes,Yes
249,Not eligible,41,16,34794,2,Receives pension,Not married,No,No,No
47000,Not eligible,39,12,59400,4,No pension,Married,Yes,No,Yes
0,Not eligible,27,12,8400,0,No pension,Not married,No,No,No
80,Not eligible,29,14,39606,3,No pension,Married,Yes,No,No
-5700,Not eligible,32,12,28872,2,No pension,Married,Yes,No,Yes
0,Not eligible,49,12,16812,0,No pension,Married,Yes,No,Yes
0,Not eligible,25,12,19380,1,Receives pension,Not married,No,No,No
74350,Not eligible,36,12,19770,1,No pension,Not married,No,No,Yes
100,Not eligible,37,10,10710,0,No pension,Not married,No,No,No
-1200,Not eligible,27,18,28740,2,No pension,Not married,No,No,No
200,Not eligible,37,13,11040,0,No pension,Married,No,No,No
-250,Not eligible,56,12,29700,2,No pension,Married,No,No,Yes
20,Not eligible,30,9,19980,1,No pension,Married,Yes,No,Yes
-1218,Not eligible,46,6,16374,0,No pension,Married,No,No,Yes
2950,Not eligible,41,12,44790,3,No pension,Married,Yes,No,Yes
1849,Not eligible,53,12,29304,2,No pension,Married,Yes,No,Yes
0,Not eligible,30,12,15966,0,Receives pension,Not married,No,No,No
-1200,Not eligible,25,15,10200,0,No pension,Not married,No,No,No
223075,Not eligible,30,16,63750,4,Receives pension,Not married,No,Yes,No
220,Not eligible,43,9,45594,3,Receives pension,Married,Yes,No,No
-14500,Not eligible,35,12,70290,4,No pension,Married,No,No,Yes
34397,Not eligible,56,18,27021,2,No pension,Not married,No,No,Yes
12205,Not eligible,42,18,42813,3,Receives pension,Married,Yes,No,Yes
3500,Not eligible,37,12,41514,3,No pension,Married,Yes,No,Yes
1815,Not eligible,29,12,20490,1,No pension,Not married,No,No,Yes
100,Not eligible,39,14,5265,0,Receives pension,Not married,No,No,Yes
-12300,Not eligible,36,14,67005,4,No pension,Married,No,No,Yes
11955,Not eligible,34,13,17352,1,No pension,Not married,No,Yes,No
19249,Not eligible,58,14,13065,0,No pension,Not married,No,Yes,No
19000,Not eligible,63,3,18549,1,No pension,Married,No,No,Yes
700,Not eligible,25,15,25395,1,No pension,Not married,No,No,Yes
13050,Not eligible,29,14,17079,0,No pension,Not married,No,No,No
8420,Not eligible,42,17,66111,4,No pension,Married,Yes,No,Yes
-10550,Not eligible,44,6,22248,1,No pension,Married,Yes,No,Yes
-1050,Not eligible,36,13,26952,2,No pension,Married,Yes,No,Yes
0,Not eligible,61,11,16320,0,No pension,Married,No,No,No
-7953,Not eligible,59,12,42948,3,No pension,Married,Yes,No,Yes
26500,Not eligible,47,18,51150,3,No pension,Not married,No,Yes,Yes
32700,Not eligible,60,16,45471,3,No pension,Not married,No,Yes,Yes
0,Not eligible,47,12,57924,4,No pension,Married,No,No,No
1780,Not eligible,36,14,47733,3,No pension,Married,Yes,No,Yes
-10100,Not eligible,35,16,17400,1,Receives pension,Not married,No,No,No
15108,Not eligible,55,12,23484,1,No pension,Married,No,Yes,Yes
-700,Not eligible,59,10,13332,0,No pension,Married,No,No,Yes
0,Not eligible,25,12,17850,1,No pension,Not married,No,No,No
-2000,Not eligible,46,12,70830,4,No pension,Married,Yes,No,Yes
100,Not eligible,63,9,16536,0,No pension,Married,No,No,Yes
-5700,Not eligible,27,16,64875,4,No pension,Married,Yes,No,Yes
0,Not eligible,59,12,6843,0,No pension,Not married,No,No,No
2660,Not eligible,27,12,40110,3,No pension,Married,Yes,No,No
-7700,Not eligible,37,14,56346,4,No pension,Married,Yes,No,Yes
500,Not eligible,29,12,19644,1,No pension,Not married,No,No,No
-928,Not eligible,47,8,5652,0,Receives pension,Not married,No,No,No
1800,Not eligible,52,11,17625,1,No pension,Not married,No,Yes,No
47374,Not eligible,59,12,38283,3,No pension,Married,No,Yes,Yes
968999,Not eligible,58,1,33915,2,No pension,Married,No,Yes,Yes
27500,Not eligible,44,12,44205,3,No pension,Married,Yes,No,No
-17550,Not eligible,45,14,48000,3,No pension,Married,Yes,No,No
7899,Not eligible,60,14,29424,2,No pension,Not married,No,No,No
6900,Not eligible,37,16,69009,4,Receives pension,Married,Yes,Yes,Yes
-5490,Not eligible,30,12,13275,0,No pension,Not married,No,No,Yes
-11900,Not eligible,32,15,69720,4,Receives pension,Married,Yes,No,No
200,Not eligible,60,15,24432,1,No pension,Married,Yes,No,Yes
110000,Not eligible,39,16,46791,3,No pension,Married,No,Yes,No
300,Not eligible,45,11,15840,0,No pension,Married,Yes,No,Yes
-10914,Not eligible,59,9,23808,1,Receives pension,Married,No,No,Yes
29880,Not eligible,49,17,95460,4,No pension,Married,Yes,No,Yes
2000,Not eligible,62,8,19236,1,No pension,Not married,No,No,No
0,Not eligible,49,7,16578,0,No pension,Not married,No,No,No
-193,Not eligible,31,12,16128,0,No pension,Not married,No,No,No
13,Not eligible,39,8,7023,0,Receives pension,Not married,No,No,No
40,Not eligible,51,12,23460,1,No pension,Married,Yes,No,No
-850,Not eligible,35,15,18027,1,Receives pension,Not married,No,No,No
1207,Not eligible,56,12,28797,2,No pension,Married,No,No,Yes
-10250,Not eligible,25,16,12555,0,No pension,Not married,No,No,No
19900,Not eligible,54,14,26760,2,No pension,Married,No,Yes,Yes
600,Not eligible,52,12,13200,0,No pension,Not married,No,No,Yes
-2000,Not eligible,29,12,35643,2,No pension,Married,Yes,No,No
-11495,Not eligible,32,12,43272,3,No pension,Married,No,No,No
-100,Not eligible,62,10,41172,3,No pension,Married,Yes,No,Yes
50513,Not eligible,51,12,8082,0,No pension,Married,Yes,Yes,Yes
